,BBC_compound,BBC_dtime,BBC_neg,BBC_neu,BBC_pos,CBS_compound,CBS_dtime,CBS_neg,CBS_neu,CBS_pos,CNN_compound,CNN_dtime,CNN_neg,CNN_neu,CNN_pos,Fox_compound,Fox_dtime,Fox_neg,Fox_neu,Fox_pos,NYTimes_compound,NYTimes_dtime,NYTimes_neg,NYTimes_neu,NYTimes_pos,tago
72,0.0,Tue Apr 03 16:02:04 +0000 2018,0.0,1.0,0.0,0.8658,Fri Mar 09 18:27:28 +0000 2018,0.0,0.553,0.447,0.6486,Fri Apr 06 17:50:09 +0000 2018,0.0,0.798,0.202,0.0,Fri Apr 06 17:04:36 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 10:10:02 +0000 2018,0.0,1.0,0.0,-72
71,-0.7351,Tue Apr 03 16:22:33 +0000 2018,0.265,0.735,0.0,0.784,Fri Mar 09 21:10:21 +0000 2018,0.0,0.853,0.147,0.4215,Fri Apr 06 17:58:58 +0000 2018,0.0,0.887,0.113,-0.5267,Fri Apr 06 17:07:16 +0000 2018,0.159,0.841,0.0,0.0,Fri Apr 06 10:15:05 +0000 2018,0.0,1.0,0.0,-71
70,-0.5411,Tue Apr 03 17:03:04 +0000 2018,0.304,0.576,0.119,0.1275,Fri Mar 09 22:24:20 +0000 2018,0.092,0.795,0.113,-0.2444,Fri Apr 06 18:00:03 +0000 2018,0.149,0.754,0.097,0.0,Fri Apr 06 17:10:19 +0000 2018,0.0,1.0,0.0,-0.7906,Fri Apr 06 10:31:08 +0000 2018,0.212,0.75,0.037,-70
69,0.0,Tue Apr 03 18:03:05 +0000 2018,0.0,1.0,0.0,0.4926,Fri Mar 09 22:48:26 +0000 2018,0.0,0.883,0.117,0.4939,Fri Apr 06 18:10:07 +0000 2018,0.0,0.758,0.242,0.0,Fri Apr 06 17:14:43 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 10:45:09 +0000 2018,0.0,1.0,0.0,-69
68,0.0772,Tue Apr 03 20:03:05 +0000 2018,0.0,0.944,0.056,0.0,Mon Mar 12 01:20:43 +0000 2018,0.0,1.0,0.0,0.128,Fri Apr 06 18:20:04 +0000 2018,0.116,0.741,0.143,0.3612,Fri Apr 06 17:19:00 +0000 2018,0.103,0.687,0.21,-0.25,Fri Apr 06 10:50:00 +0000 2018,0.087,0.913,0.0,-68
67,-0.1511,Wed Apr 04 07:00:06 +0000 2018,0.166,0.834,0.0,0.2244,Mon Mar 12 18:13:28 +0000 2018,0.0,0.917,0.083,0.0,Fri Apr 06 18:25:27 +0000 2018,0.0,1.0,0.0,-0.5719,Fri Apr 06 17:28:14 +0000 2018,0.387,0.471,0.141,-0.4291,Fri Apr 06 11:00:08 +0000 2018,0.079,0.921,0.0,-67
66,0.25,Wed Apr 04 07:27:06 +0000 2018,0.0,0.818,0.182,0.539,Tue Mar 13 14:15:10 +0000 2018,0.0,0.899,0.101,0.0,Fri Apr 06 18:27:59 +0000 2018,0.0,1.0,0.0,0.3182,Fri Apr 06 17:32:44 +0000 2018,0.0,0.827,0.173,-0.6908,Fri Apr 06 11:14:05 +0000 2018,0.3,0.601,0.099,-66
65,0.6696,Wed Apr 04 07:29:46 +0000 2018,0.0,0.817,0.183,0.3612,Tue Mar 13 18:48:52 +0000 2018,0.0,0.857,0.143,-0.8481,Fri Apr 06 18:30:08 +0000 2018,0.375,0.625,0.0,0.0,Fri Apr 06 17:54:11 +0000 2018,0.0,1.0,0.0,0.081,Fri Apr 06 11:20:09 +0000 2018,0.177,0.633,0.19,-65
64,0.0,Wed Apr 04 07:29:52 +0000 2018,0.0,1.0,0.0,0.6696,Wed Mar 14 19:30:01 +0000 2018,0.0,0.892,0.108,0.7149,Fri Apr 06 18:40:14 +0000 2018,0.075,0.727,0.199,0.0,Fri Apr 06 18:02:46 +0000 2018,0.0,1.0,0.0,-0.847,Fri Apr 06 11:30:14 +0000 2018,0.254,0.746,0.0,-64
63,0.6486,Wed Apr 04 08:03:03 +0000 2018,0.0,0.739,0.261,0.6115,Thu Mar 15 14:32:16 +0000 2018,0.0,0.734,0.266,0.0,Fri Apr 06 18:41:05 +0000 2018,0.0,1.0,0.0,0.1063,Fri Apr 06 18:04:14 +0000 2018,0.103,0.812,0.084,-0.7717,Fri Apr 06 11:45:08 +0000 2018,0.325,0.675,0.0,-63
62,-0.5423,Wed Apr 04 09:11:29 +0000 2018,0.209,0.791,0.0,0.6514,Thu Mar 15 16:42:41 +0000 2018,0.0,0.806,0.194,0.6115,Fri Apr 06 18:47:21 +0000 2018,0.061,0.76,0.178,0.0,Fri Apr 06 18:04:39 +0000 2018,0.0,1.0,0.0,-0.3818,Fri Apr 06 12:00:09 +0000 2018,0.08,0.92,0.0,-62
61,0.0,Wed Apr 04 09:16:19 +0000 2018,0.0,1.0,0.0,-0.4939,Thu Mar 15 17:20:26 +0000 2018,0.157,0.766,0.077,0.0,Fri Apr 06 18:50:09 +0000 2018,0.0,1.0,0.0,0.7717,Fri Apr 06 18:05:22 +0000 2018,0.0,0.609,0.391,0.0,Fri Apr 06 12:10:00 +0000 2018,0.0,1.0,0.0,-61
60,0.25,Wed Apr 04 10:09:33 +0000 2018,0.0,0.929,0.071,0.7088,Thu Mar 15 17:54:06 +0000 2018,0.0,0.763,0.237,0.0,Fri Apr 06 18:56:26 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 18:06:09 +0000 2018,0.0,1.0,0.0,-0.743,Fri Apr 06 12:20:04 +0000 2018,0.195,0.805,0.0,-60
59,0.4019,Wed Apr 04 10:19:06 +0000 2018,0.0,0.891,0.109,0.6514,Fri Mar 16 16:28:40 +0000 2018,0.0,0.829,0.171,-0.6486,Fri Apr 06 19:00:13 +0000 2018,0.091,0.909,0.0,-0.4767,Fri Apr 06 18:08:56 +0000 2018,0.162,0.838,0.0,-0.128,Fri Apr 06 12:30:11 +0000 2018,0.118,0.784,0.098,-59
58,0.34,Wed Apr 04 11:02:06 +0000 2018,0.0,0.902,0.098,0.0,Fri Mar 16 18:15:53 +0000 2018,0.0,1.0,0.0,-0.7506,Fri Apr 06 19:01:51 +0000 2018,0.209,0.791,0.0,0.1513,Fri Apr 06 18:10:04 +0000 2018,0.157,0.606,0.237,0.7579,Fri Apr 06 12:40:12 +0000 2018,0.0,0.787,0.213,-58
57,0.1531,Wed Apr 04 12:00:30 +0000 2018,0.0,0.897,0.103,0.296,Fri Mar 16 22:53:21 +0000 2018,0.0,0.901,0.099,0.6808,Fri Apr 06 19:12:10 +0000 2018,0.0,0.763,0.237,0.5719,Fri Apr 06 18:10:54 +0000 2018,0.0,0.856,0.144,0.0248,Fri Apr 06 12:45:07 +0000 2018,0.038,0.921,0.041,-57
56,0.0,Wed Apr 04 12:03:29 +0000 2018,0.0,1.0,0.0,0.8402,Sat Mar 17 14:00:03 +0000 2018,0.0,0.75,0.25,0.4404,Fri Apr 06 19:12:33 +0000 2018,0.0,0.884,0.116,-0.1761,Fri Apr 06 18:12:11 +0000 2018,0.075,0.925,0.0,-0.25,Fri Apr 06 12:55:10 +0000 2018,0.229,0.605,0.166,-56
55,0.636,Wed Apr 04 12:17:04 +0000 2018,0.0,0.729,0.271,0.6166,Sat Mar 17 17:42:43 +0000 2018,0.0,0.845,0.155,0.0,Fri Apr 06 19:17:52 +0000 2018,0.0,1.0,0.0,-0.9098,Fri Apr 06 18:16:58 +0000 2018,0.418,0.582,0.0,0.0,Fri Apr 06 13:00:23 +0000 2018,0.0,1.0,0.0,-55
54,-0.296,Wed Apr 04 12:49:56 +0000 2018,0.121,0.879,0.0,0.0,Sat Mar 17 19:00:02 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 19:32:46 +0000 2018,0.0,1.0,0.0,-0.8779,Fri Apr 06 18:21:37 +0000 2018,0.346,0.654,0.0,0.4069,Fri Apr 06 13:16:07 +0000 2018,0.1,0.779,0.121,-54
53,0.0,Wed Apr 04 13:05:05 +0000 2018,0.0,1.0,0.0,0.1867,Sun Mar 18 17:09:53 +0000 2018,0.0,0.92,0.08,-0.5719,Fri Apr 06 19:46:54 +0000 2018,0.129,0.871,0.0,0.8341,Fri Apr 06 18:26:11 +0000 2018,0.052,0.624,0.324,0.8126,Fri Apr 06 13:30:09 +0000 2018,0.0,0.807,0.193,-53
52,0.0,Wed Apr 04 15:03:05 +0000 2018,0.0,1.0,0.0,0.6514,Sun Mar 18 18:05:43 +0000 2018,0.0,0.787,0.213,0.0,Fri Apr 06 19:52:06 +0000 2018,0.0,1.0,0.0,0.4404,Fri Apr 06 18:27:52 +0000 2018,0.0,0.879,0.121,0.3612,Fri Apr 06 13:45:05 +0000 2018,0.0,0.737,0.263,-52
51,0.0,Wed Apr 04 16:00:29 +0000 2018,0.0,1.0,0.0,0.0,Sun Mar 18 23:44:30 +0000 2018,0.0,1.0,0.0,0.7003,Fri Apr 06 19:56:26 +0000 2018,0.0,0.876,0.124,0.7906,Fri Apr 06 18:30:06 +0000 2018,0.049,0.73,0.221,0.0,Fri Apr 06 14:00:22 +0000 2018,0.0,1.0,0.0,-51
50,-0.1531,Wed Apr 04 17:02:05 +0000 2018,0.062,0.938,0.0,0.7845,Mon Mar 19 21:02:26 +0000 2018,0.072,0.619,0.309,0.0,Fri Apr 06 20:01:38 +0000 2018,0.0,1.0,0.0,0.8885,Fri Apr 06 18:33:36 +0000 2018,0.0,0.742,0.258,-0.875,Fri Apr 06 14:14:05 +0000 2018,0.327,0.599,0.074,-50
49,0.0,Wed Apr 04 17:04:50 +0000 2018,0.0,1.0,0.0,0.0,Tue Mar 20 16:11:00 +0000 2018,0.0,1.0,0.0,0.4215,Fri Apr 06 20:02:53 +0000 2018,0.073,0.772,0.156,-0.8779,Fri Apr 06 18:35:55 +0000 2018,0.346,0.654,0.0,-0.926,Fri Apr 06 14:35:06 +0000 2018,0.391,0.609,0.0,-49
48,0.4215,Wed Apr 04 18:02:06 +0000 2018,0.0,0.763,0.237,0.5562,Tue Mar 20 16:52:42 +0000 2018,0.0,0.826,0.174,-0.7684,Fri Apr 06 20:12:05 +0000 2018,0.21,0.79,0.0,0.4588,Fri Apr 06 18:38:01 +0000 2018,0.0,0.857,0.143,-0.4215,Fri Apr 06 14:45:05 +0000 2018,0.113,0.887,0.0,-48
47,0.7906,Wed Apr 04 19:05:08 +0000 2018,0.0,0.759,0.241,0.0,Tue Mar 20 17:58:43 +0000 2018,0.0,1.0,0.0,-0.7506,Fri Apr 06 20:15:39 +0000 2018,0.198,0.802,0.0,0.1063,Fri Apr 06 18:42:00 +0000 2018,0.082,0.851,0.067,-0.6369,Fri Apr 06 14:55:48 +0000 2018,0.148,0.852,0.0,-47
46,-0.5994,Thu Apr 05 07:00:08 +0000 2018,0.262,0.738,0.0,0.5106,Tue Mar 20 20:00:01 +0000 2018,0.0,0.918,0.082,0.0258,Fri Apr 06 20:22:52 +0000 2018,0.138,0.718,0.144,0.5994,Fri Apr 06 18:44:00 +0000 2018,0.0,0.886,0.114,0.2023,Fri Apr 06 15:10:06 +0000 2018,0.093,0.784,0.123,-46
45,0.7269,Thu Apr 05 07:29:10 +0000 2018,0.0,0.643,0.357,0.4588,Wed Mar 21 18:00:01 +0000 2018,0.0,0.933,0.067,0.0,Fri Apr 06 20:24:06 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 18:48:55 +0000 2018,0.0,1.0,0.0,0.1471,Fri Apr 06 15:25:05 +0000 2018,0.079,0.822,0.099,-45
44,0.0,Thu Apr 05 07:33:03 +0000 2018,0.0,1.0,0.0,0.636,Thu Mar 22 00:23:38 +0000 2018,0.0,0.819,0.181,0.4404,Fri Apr 06 20:34:47 +0000 2018,0.0,0.906,0.094,-0.3491,Fri Apr 06 18:58:12 +0000 2018,0.051,0.949,0.0,-0.296,Fri Apr 06 15:40:04 +0000 2018,0.081,0.919,0.0,-44
43,-0.2023,Thu Apr 05 08:01:06 +0000 2018,0.229,0.625,0.146,0.7081,Thu Mar 22 20:52:02 +0000 2018,0.066,0.623,0.311,-0.5574,Fri Apr 06 20:47:07 +0000 2018,0.135,0.865,0.0,-0.7096,Fri Apr 06 19:04:15 +0000 2018,0.296,0.704,0.0,0.2944,Fri Apr 06 15:55:02 +0000 2018,0.058,0.834,0.108,-43
42,-0.4003,Thu Apr 05 08:57:48 +0000 2018,0.114,0.886,0.0,0.6514,Thu Mar 22 22:10:29 +0000 2018,0.0,0.907,0.093,0.0,Fri Apr 06 20:48:09 +0000 2018,0.0,1.0,0.0,0.3818,Fri Apr 06 19:17:53 +0000 2018,0.125,0.655,0.22,0.0,Fri Apr 06 16:12:51 +0000 2018,0.0,1.0,0.0,-42
41,-0.128,Thu Apr 05 09:06:05 +0000 2018,0.091,0.909,0.0,0.8997,Fri Mar 23 22:32:48 +0000 2018,0.0,0.645,0.355,0.0,Fri Apr 06 20:52:05 +0000 2018,0.0,1.0,0.0,-0.5574,Fri Apr 06 19:23:44 +0000 2018,0.31,0.69,0.0,0.0,Fri Apr 06 16:17:06 +0000 2018,0.0,1.0,0.0,-41
40,0.0,Thu Apr 05 09:44:41 +0000 2018,0.0,1.0,0.0,0.4939,Fri Mar 23 22:33:04 +0000 2018,0.0,0.686,0.314,0.0,Fri Apr 06 20:53:04 +0000 2018,0.0,1.0,0.0,0.3818,Fri Apr 06 19:34:50 +0000 2018,0.0,0.822,0.178,0.0,Fri Apr 06 16:25:06 +0000 2018,0.0,1.0,0.0,-40
39,0.3164,Thu Apr 05 09:52:41 +0000 2018,0.0,0.906,0.094,0.8697,Fri Mar 23 22:33:52 +0000 2018,0.0,0.765,0.235,-0.0258,Fri Apr 06 21:01:04 +0000 2018,0.159,0.688,0.153,0.0,Fri Apr 06 19:43:33 +0000 2018,0.0,1.0,0.0,-0.8126,Fri Apr 06 16:40:08 +0000 2018,0.296,0.704,0.0,-39
38,0.2023,Thu Apr 05 09:53:47 +0000 2018,0.0,0.924,0.076,0.6239,Sat Mar 24 20:00:02 +0000 2018,0.0,0.909,0.091,0.0,Fri Apr 06 21:01:32 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 19:50:09 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 16:55:02 +0000 2018,0.0,1.0,0.0,-38
37,0.0,Thu Apr 05 09:55:45 +0000 2018,0.0,1.0,0.0,0.9451,Sat Mar 24 22:21:23 +0000 2018,0.0,0.58,0.42,0.0,Fri Apr 06 21:06:05 +0000 2018,0.0,1.0,0.0,-0.7717,Fri Apr 06 20:06:25 +0000 2018,0.34,0.66,0.0,0.0,Fri Apr 06 17:10:07 +0000 2018,0.0,1.0,0.0,-37
36,0.6027,Thu Apr 05 10:03:28 +0000 2018,0.0,0.843,0.157,0.7184,Sat Mar 24 22:21:26 +0000 2018,0.0,0.667,0.333,-0.8807,Fri Apr 06 21:18:25 +0000 2018,0.289,0.711,0.0,-0.8074,Fri Apr 06 20:17:34 +0000 2018,0.3,0.7,0.0,-0.6249,Fri Apr 06 17:25:09 +0000 2018,0.091,0.909,0.0,-36
35,0.4215,Thu Apr 05 10:22:47 +0000 2018,0.0,0.797,0.203,0.0,Sat Mar 24 22:21:34 +0000 2018,0.0,1.0,0.0,-0.1531,Fri Apr 06 21:25:09 +0000 2018,0.132,0.769,0.099,0.0,Fri Apr 06 20:26:06 +0000 2018,0.0,1.0,0.0,0.807,Fri Apr 06 17:35:06 +0000 2018,0.0,0.717,0.283,-35
34,0.0,Thu Apr 05 10:26:16 +0000 2018,0.0,1.0,0.0,0.0,Sat Mar 24 22:21:37 +0000 2018,0.0,1.0,0.0,-0.5423,Fri Apr 06 21:37:51 +0000 2018,0.163,0.837,0.0,-0.0258,Fri Apr 06 20:26:22 +0000 2018,0.084,0.916,0.0,-0.8658,Fri Apr 06 17:45:07 +0000 2018,0.217,0.783,0.0,-34
33,0.0,Thu Apr 05 11:01:08 +0000 2018,0.0,1.0,0.0,0.7003,Sat Mar 24 22:25:03 +0000 2018,0.0,0.791,0.209,0.0,Fri Apr 06 21:38:54 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 20:31:07 +0000 2018,0.0,1.0,0.0,-0.4767,Fri Apr 06 18:00:10 +0000 2018,0.134,0.774,0.092,-33
32,-0.2263,Thu Apr 05 11:56:05 +0000 2018,0.112,0.888,0.0,-0.34,Sat Mar 24 22:46:43 +0000 2018,0.185,0.7,0.115,-0.6369,Fri Apr 06 21:45:40 +0000 2018,0.181,0.819,0.0,0.0,Fri Apr 06 20:36:16 +0000 2018,0.0,1.0,0.0,0.2023,Fri Apr 06 18:10:05 +0000 2018,0.093,0.784,0.123,-32
31,0.4588,Thu Apr 05 12:37:24 +0000 2018,0.0,0.75,0.25,0.5399,Sat Mar 24 22:46:53 +0000 2018,0.0,0.801,0.199,-0.6705,Fri Apr 06 21:48:21 +0000 2018,0.143,0.857,0.0,-0.4215,Fri Apr 06 20:43:07 +0000 2018,0.203,0.797,0.0,-0.5574,Fri Apr 06 18:19:13 +0000 2018,0.141,0.859,0.0,-31
30,0.0028,Thu Apr 05 12:59:08 +0000 2018,0.118,0.724,0.159,0.5754,Sun Mar 25 17:15:25 +0000 2018,0.053,0.802,0.145,0.4939,Fri Apr 06 22:02:55 +0000 2018,0.0,0.89,0.11,-0.5859,Fri Apr 06 20:51:53 +0000 2018,0.151,0.849,0.0,0.0,Fri Apr 06 18:20:03 +0000 2018,0.0,1.0,0.0,-30
29,0.0,Thu Apr 05 14:34:17 +0000 2018,0.0,1.0,0.0,0.0,Sun Mar 25 23:57:34 +0000 2018,0.0,1.0,0.0,0.4404,Fri Apr 06 22:07:07 +0000 2018,0.0,0.86,0.14,-0.3182,Fri Apr 06 21:04:31 +0000 2018,0.204,0.796,0.0,0.0,Fri Apr 06 18:30:16 +0000 2018,0.0,1.0,0.0,-29
28,0.0,Thu Apr 05 15:55:28 +0000 2018,0.0,1.0,0.0,0.807,Mon Mar 26 16:05:18 +0000 2018,0.0,0.799,0.201,-0.6908,Fri Apr 06 22:18:37 +0000 2018,0.305,0.695,0.0,0.128,Fri Apr 06 21:13:36 +0000 2018,0.072,0.837,0.092,0.2776,Fri Apr 06 18:45:04 +0000 2018,0.059,0.837,0.104,-28
27,-0.765,Thu Apr 05 16:00:17 +0000 2018,0.32,0.68,0.0,0.7959,Mon Mar 26 16:59:19 +0000 2018,0.0,0.786,0.214,0.4404,Fri Apr 06 22:21:20 +0000 2018,0.0,0.86,0.14,0.4404,Fri Apr 06 21:15:31 +0000 2018,0.0,0.813,0.187,0.0,Fri Apr 06 19:00:18 +0000 2018,0.0,1.0,0.0,-27
26,0.0,Thu Apr 05 17:02:05 +0000 2018,0.0,1.0,0.0,0.0,Mon Mar 26 20:42:48 +0000 2018,0.0,1.0,0.0,-0.6369,Fri Apr 06 22:29:14 +0000 2018,0.181,0.819,0.0,-0.3182,Fri Apr 06 21:29:30 +0000 2018,0.204,0.796,0.0,-0.34,Fri Apr 06 19:02:54 +0000 2018,0.088,0.912,0.0,-26
25,0.7096,Thu Apr 05 18:00:24 +0000 2018,0.0,0.629,0.371,0.508,Mon Mar 26 22:14:25 +0000 2018,0.0,0.88,0.12,-0.4404,Fri Apr 06 22:38:07 +0000 2018,0.146,0.854,0.0,0.5423,Fri Apr 06 21:30:58 +0000 2018,0.0,0.769,0.231,-0.4939,Fri Apr 06 19:15:03 +0000 2018,0.151,0.849,0.0,-25
24,-0.6908,Thu Apr 05 20:02:00 +0000 2018,0.176,0.824,0.0,0.296,Tue Mar 27 17:00:00 +0000 2018,0.0,0.95,0.05,0.0,Fri Apr 06 22:39:46 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 21:42:17 +0000 2018,0.0,1.0,0.0,-0.6705,Fri Apr 06 19:30:18 +0000 2018,0.159,0.841,0.0,-24
23,0.4579,Fri Apr 06 07:00:09 +0000 2018,0.067,0.779,0.154,0.3818,Tue Mar 27 21:00:01 +0000 2018,0.068,0.8,0.133,-0.4404,Fri Apr 06 22:50:11 +0000 2018,0.153,0.847,0.0,-0.8258,Fri Apr 06 21:52:18 +0000 2018,0.492,0.382,0.126,-0.25,Fri Apr 06 19:45:05 +0000 2018,0.136,0.805,0.059,-23
22,0.0,Fri Apr 06 08:00:17 +0000 2018,0.0,1.0,0.0,0.6239,Thu Mar 29 17:30:02 +0000 2018,0.0,0.903,0.097,0.7783,Fri Apr 06 22:55:15 +0000 2018,0.0,0.786,0.214,-0.2023,Fri Apr 06 21:55:32 +0000 2018,0.141,0.859,0.0,0.0,Fri Apr 06 19:51:30 +0000 2018,0.0,1.0,0.0,-22
21,0.25,Fri Apr 06 08:08:50 +0000 2018,0.0,0.905,0.095,0.0,Thu Mar 29 17:32:40 +0000 2018,0.0,1.0,0.0,0.4404,Fri Apr 06 22:58:00 +0000 2018,0.0,0.86,0.14,0.2023,Fri Apr 06 22:01:14 +0000 2018,0.145,0.658,0.197,0.7269,Fri Apr 06 20:00:13 +0000 2018,0.0,0.643,0.357,-21
20,0.0,Fri Apr 06 08:30:51 +0000 2018,0.0,1.0,0.0,0.6688,Fri Mar 30 16:50:00 +0000 2018,0.0,0.891,0.109,0.0,Fri Apr 06 22:59:43 +0000 2018,0.0,1.0,0.0,-0.5994,Fri Apr 06 22:05:04 +0000 2018,0.245,0.755,0.0,0.0,Fri Apr 06 20:15:05 +0000 2018,0.0,1.0,0.0,-20
19,0.0,Fri Apr 06 08:58:33 +0000 2018,0.0,1.0,0.0,0.4199,Sat Mar 31 15:30:00 +0000 2018,0.0,0.938,0.062,0.223,Fri Apr 06 23:07:50 +0000 2018,0.053,0.869,0.078,0.0,Fri Apr 06 22:07:24 +0000 2018,0.0,1.0,0.0,-0.7717,Fri Apr 06 20:19:04 +0000 2018,0.242,0.758,0.0,-19
18,0.0,Fri Apr 06 10:10:03 +0000 2018,0.0,1.0,0.0,0.7351,Sat Mar 31 18:00:00 +0000 2018,0.0,0.854,0.146,0.0,Fri Apr 06 23:15:08 +0000 2018,0.0,1.0,0.0,-0.3818,Fri Apr 06 22:12:41 +0000 2018,0.102,0.898,0.0,-0.8271,Fri Apr 06 20:32:06 +0000 2018,0.268,0.732,0.0,-18
17,0.0,Fri Apr 06 11:00:06 +0000 2018,0.0,1.0,0.0,0.7783,Sun Apr 01 17:00:03 +0000 2018,0.0,0.788,0.212,-0.3182,Fri Apr 06 23:23:36 +0000 2018,0.173,0.827,0.0,0.2732,Fri Apr 06 22:18:24 +0000 2018,0.0,0.89,0.11,0.0,Fri Apr 06 20:45:03 +0000 2018,0.0,1.0,0.0,-17
16,0.8617,Fri Apr 06 11:32:15 +0000 2018,0.0,0.689,0.311,0.1513,Mon Apr 02 17:30:00 +0000 2018,0.051,0.884,0.065,0.4019,Fri Apr 06 23:23:45 +0000 2018,0.0,0.876,0.124,-0.6486,Fri Apr 06 22:41:30 +0000 2018,0.37,0.497,0.133,-0.4588,Fri Apr 06 20:55:02 +0000 2018,0.232,0.655,0.113,-16
15,0.2023,Fri Apr 06 12:03:05 +0000 2018,0.0,0.899,0.101,0.807,Tue Apr 03 05:17:01 +0000 2018,0.0,0.659,0.341,0.0,Fri Apr 06 23:25:17 +0000 2018,0.0,1.0,0.0,-0.296,Fri Apr 06 22:47:31 +0000 2018,0.113,0.819,0.067,0.0,Fri Apr 06 21:05:02 +0000 2018,0.0,1.0,0.0,-15
14,0.0,Fri Apr 06 12:18:09 +0000 2018,0.0,1.0,0.0,0.7096,Tue Apr 03 18:00:00 +0000 2018,0.0,0.877,0.123,0.0,Fri Apr 06 23:41:21 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 23:02:57 +0000 2018,0.0,1.0,0.0,0.4019,Fri Apr 06 21:15:05 +0000 2018,0.0,0.932,0.068,-14
13,-0.4215,Fri Apr 06 13:02:05 +0000 2018,0.171,0.741,0.088,0.0,Tue Apr 03 21:00:02 +0000 2018,0.0,1.0,0.0,-0.6486,Fri Apr 06 23:47:59 +0000 2018,0.301,0.699,0.0,-0.765,Fri Apr 06 23:08:33 +0000 2018,0.369,0.631,0.0,0.0,Fri Apr 06 21:32:03 +0000 2018,0.0,1.0,0.0,-13
12,0.0,Fri Apr 06 14:07:06 +0000 2018,0.0,1.0,0.0,0.6239,Tue Apr 03 23:00:00 +0000 2018,0.0,0.911,0.089,-0.743,Fri Apr 06 23:53:02 +0000 2018,0.179,0.786,0.035,-0.5994,Fri Apr 06 23:11:52 +0000 2018,0.262,0.738,0.0,-0.3415,Fri Apr 06 21:47:08 +0000 2018,0.158,0.76,0.082,-12
11,-0.5849,Fri Apr 06 14:30:39 +0000 2018,0.31,0.559,0.13,-0.25,Wed Apr 04 18:02:13 +0000 2018,0.133,0.867,0.0,-0.128,Fri Apr 06 23:58:21 +0000 2018,0.038,0.962,0.0,-0.4767,Fri Apr 06 23:17:23 +0000 2018,0.075,0.925,0.0,0.0258,Fri Apr 06 22:02:03 +0000 2018,0.129,0.737,0.134,-11
10,0.5499,Fri Apr 06 15:02:05 +0000 2018,0.282,0.332,0.385,-0.3182,Wed Apr 04 21:44:17 +0000 2018,0.095,0.905,0.0,0.5574,Sat Apr 07 00:03:33 +0000 2018,0.0,0.796,0.204,0.0,Fri Apr 06 23:27:12 +0000 2018,0.0,1.0,0.0,0.3612,Fri Apr 06 22:17:05 +0000 2018,0.0,0.902,0.098,-10
9,0.0,Fri Apr 06 15:02:33 +0000 2018,0.0,1.0,0.0,0.4926,Wed Apr 04 21:46:13 +0000 2018,0.0,0.803,0.197,0.0,Sat Apr 07 00:04:08 +0000 2018,0.0,1.0,0.0,0.1779,Fri Apr 06 23:35:00 +0000 2018,0.146,0.662,0.192,0.0,Fri Apr 06 22:32:06 +0000 2018,0.0,1.0,0.0,-9
8,0.0,Fri Apr 06 15:20:18 +0000 2018,0.0,1.0,0.0,0.8495,Wed Apr 04 21:47:26 +0000 2018,0.0,0.634,0.366,0.0516,Sat Apr 07 00:07:04 +0000 2018,0.145,0.701,0.154,-0.5994,Fri Apr 06 23:43:05 +0000 2018,0.157,0.843,0.0,-0.6705,Fri Apr 06 22:43:05 +0000 2018,0.234,0.766,0.0,-8
7,0.8126,Fri Apr 06 15:22:01 +0000 2018,0.0,0.791,0.209,0.7568,Wed Apr 04 21:48:07 +0000 2018,0.0,0.712,0.288,0.4215,Sat Apr 07 00:15:49 +0000 2018,0.043,0.828,0.129,0.0,Fri Apr 06 23:46:37 +0000 2018,0.0,1.0,0.0,0.0,Fri Apr 06 22:56:06 +0000 2018,0.0,1.0,0.0,-7
6,0.6037,Fri Apr 06 15:23:45 +0000 2018,0.0,0.64,0.36,0.8217,Wed Apr 04 22:07:01 +0000 2018,0.0,0.844,0.156,0.2263,Sat Apr 07 00:16:05 +0000 2018,0.092,0.754,0.154,0.0,Fri Apr 06 23:55:41 +0000 2018,0.0,1.0,0.0,0.5499,Fri Apr 06 23:06:02 +0000 2018,0.065,0.776,0.159,-6
5,-0.7777,Fri Apr 06 16:02:36 +0000 2018,0.332,0.621,0.047,-0.3875,Thu Apr 05 17:00:00 +0000 2018,0.082,0.88,0.038,0.0258,Sat Apr 07 00:17:03 +0000 2018,0.064,0.868,0.068,0.7003,Fri Apr 06 23:59:39 +0000 2018,0.0,0.674,0.326,0.0,Fri Apr 06 23:16:04 +0000 2018,0.0,1.0,0.0,-5
4,-0.1531,Fri Apr 06 16:08:04 +0000 2018,0.124,0.78,0.096,0.6597,Thu Apr 05 19:07:48 +0000 2018,0.0,0.759,0.241,0.0,Sat Apr 07 00:19:00 +0000 2018,0.073,0.882,0.045,-0.0953,Sat Apr 07 00:08:54 +0000 2018,0.081,0.849,0.07,0.0,Fri Apr 06 23:32:05 +0000 2018,0.0,1.0,0.0,-4
